ILTCourseCode,ClassCode,ClassStartDate,ClassEndDate,TimeZone,ClassName,Instructor,Provider,Minimum,Maximum,EstimatedCredits,Contact,Waitlist,Location
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0017,11/11/2019 14:00:00,11/15/2019 16:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0018,09/12/2019 11:00:00,12/13/2019 13:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0019,03/02/2020 20:00:00,07/02/2020 22:00:00,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0020,03/30/2020 10:00:00.000,03/04/2020 12:00:00,America/Chicago,Offering of TWI Job Instruction 10-hour Certification (CANCELLED),86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0022,01/27/2020 14:00:00.000,01/31/2020 16:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0023,11/05/2020 10:00:00,05/15/2020 12:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,adrianmartinez,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0024,11/05/2020 13:00:00,05/15/2020 15:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,adrianmartinez,ILT Content,5,10,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0025,03/16/2020 10:00:00.000,03/20/2020 12:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,adrianmartinez,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0026,03/16/2020 13:00:00.000,03/20/2020 15:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,adrianmartinez,ILT Content,0,3,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0026,03/16/2020 13:00:00.000,03/20/2020 15:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification (CANCELLED),adrianmartinez,ILT Content,0,3,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Relations 10-hour,Leadership_TWI Job Relations 10-hour Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,TWI Job Relations 10-hour Cert. Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_TWI_T3 Job Relations Instructor (40-hr. cert),Train the Trainer_TWI Job Relations Instructor (40-hr. cert) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,TWI Job Relations Instructor (TWI Institute) Class,,ILT Content,,,,,1,Bldg_2_Room_207
"Lean Manufacturing ""Simulation Workshop"" (vendor)","Lean Manufacturing ""Simulation Workshop"" (vendor) Class",01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Lean Manufacturing Simulation Workshop Class,,ILT Content,,,,,1,Bldg_2_Room_207
Legal_FMLA for Management (AGG specifics),Legal_FMLA for Management (AGG specifics) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,FMLA for Management (AGG specifics) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Motivating Others (MAC),Motivating Others (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Motivating Others Workshop Class,,ILT Content,,,,,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0001,07/23/2019 13:00:00.000,07/23/2019 16:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0002,07/25/2019 13:00:00.000,07/25/2019 16:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0003,07/08/2019 19:00:00,07/08/2019 22:00:00,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0004,08/08/2019 19:00:00,08/08/2019 22:00:00,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0005,03/09/2019 13:00:00,03/09/2019 16:00:00,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0006,05/09/2019 13:00:00,05/09/2019 16:00:00,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0007,10/15/2019 18:00:00.000,10/15/2019 21:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0008,10/17/2019 18:00:00.000,10/17/2019 21:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0011,02/18/2020 14:00:00.000,02/18/2020 16:00:00.000,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0012,02/20/2020 14:00:00.000,02/20/2020 16:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0013,07/04/2020 19:00:00,07/04/2020 21:00:00,America/Chicago,Offering of Mentor Certification Training (CANCELLED),87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0014,09/04/2020 19:00:00,09/04/2020 21:00:00,America/Chicago,Offering of Mentor Certification Training (CANCELLED),86295,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0015,09/19/2019 11:00:00.000,09/19/2019 14:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0016,10/14/2019 10:00:00.000,10/14/2019 13:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0017,10/15/2019 20:00:00.000,10/15/2019 23:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,10,10800,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0018,11/13/2019 19:00:00.000,11/13/2019 21:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0019,11/21/2019 14:00:00.000,11/21/2019 16:00:00.000,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0020,12/17/2019 14:00:00.000,12/17/2019 16:00:00.000,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0021,12/18/2019 11:00:00.000,12/18/2019 13:00:00.000,America/Chicago,Offering of Mentor Certification Training,80366,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0022,11/12/2019 21:00:00,11/12/2019 23:00:00,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0023,06/12/2019 14:00:00,06/12/2019 16:00:00,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0024,04/12/2019 19:00:00,04/12/2019 21:00:00,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0025,06/01/2020 11:00:00,06/01/2020 13:00:00,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0027,06/14/2018 13:00:00.000,06/14/2018 15:00:00.000,America/Chicago,Offering of Mentor Certification,,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0028,11/02/2020 14:00:00,11/02/2020 16:00:00,America/Chicago,Offering of Mentor Certification Training,86295,ILT Content,4,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0029,08/24/2021 11:00:00.000,08/24/2021 12:00:00.000,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0030,08/25/2021 02:00:00.000,08/25/2021 03:00:00.000,America/Chicago,Offering of Mentor Certification Training,ReportingAdmin,ILT Content,4,15,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0031,08/25/2021 03:00:00.000,08/25/2021 04:00:00.000,America/Chicago,Offering of Mentor Certification Training,ReportingAdmin,ILT Content,4,15,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Onboarding_Mentor Certification Training,Onboarding_Mentor Certification Training-0032,08/25/2021 11:00:00.000,08/25/2021 12:00:00.000,America/Chicago,Offering of Mentor Certification Training,87571,ILT Content,4,15,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
PACTC (vendor),PACTC (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,1000 hours Computer Maintenance Class,,ILT Content,,,,,1,Bldg_2_Room_207
PACTC (vendor) Wiring,PACTC (vendor) Wiring Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Residential Wiring Class,,ILT Content,,,,,1,Bldg_2_Room_207
Paint_Paint 101,Paint_Paint 101 Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Paint 101 Class,,ILT Content,,,,,1,Bldg_2_Room_207
PDM225 (vendor),PDM225 (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,PDM225 SOLIDWORKS PDM User Professional Class,,ILT Content,,,,,1,Bldg_2_Room_207
PDM305 (vendor),PDM305 (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,PDM305 Solidworks PDM Administrator Professional Class,,ILT Content,,,,,1,Bldg_2_Room_207
PerkinElmer (vendor),PerkinElmer (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,ICP-Optima Instrumentation with Syngistix Software Class,,ILT Content,,,,,1,Bldg_2_Room_207
Platts 4th Annual Scrap Seminar (vendor),Platts 4th Annual Scrap Seminar (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Platts 4th Annual Scrap Seminar Class,,ILT Content,,,,,1,Bldg_2_Room_207
PLC (MAC),PLC (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Programmable Logical Controllers Troubleshooting Class Class,,ILT Content,,,,,1,Bldg_2_Room_207
Poly_Leather Wrap Skills Table (AGGU),Poly_Leather Wrap Skills Table (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Leather Wrap Skills Table Class,,ILT Content,,,,,1,Bldg_2_Room_207
Precision Sensing for High Tech Industries (vendor),Precision Sensing for High Tech Industries (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Precision Sensing for High Tech Industries - BAL - LUFF Class,,ILT Content,,,,,1,Bldg_2_Room_207
Price Risk Management (vendor),Price Risk Management (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Price Risk Management in Steel Workshop Class,,ILT Content,,,,,1,Bldg_2_Room_207
Problem Solving_QC Story,Problem Solving_QC Story Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,QC Story Class,,ILT Content,,,,,1,Bldg_2_Room_207
Problem Solving_Six Sigma GB (Process Stabilization),Problem Solving_Six Sigma GB (Process Stabilization) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,AGGU Six Sigma Green Belt Training Class,,ILT Content,,,,,1,Bldg_2_Room_207
Problem Solving_Six Sigma Greenbelt (Villanova),Problem Solving_Six Sigma Greenbelt (Villanova) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Six Sigma Green Belt (Villanova) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Process Optimization (vendor),Process Optimization (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Process Optimization Training Class,,ILT Content,,,,,1,Bldg_2_Room_207
Process Optimization Scientific Molding (vendor),Process Optimization Scientific Molding (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Process Optimization Scientific Molding Class,,ILT Content,,,,,1,Bldg_2_Room_207
QR code ILTcourse,QR code ILTcourse-0001,01/22/2024 13:00:00.000,01/22/2024 16:00:00.000,America/New_York,Offering of QR code ILTcourse,vgurnule,ILT Content,,,,,1,Bldg_2_Room_207
Quality_Critical Parts-Quality Course (AGGNA),Quality_Critical Parts-Quality Course (AGGNA) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Critical Parts-Quality Course Class,,ILT Content,,,,,1,Bldg_2_Room_207
Quantity Verification for Ret (vendor),Quantity Verification for Ret (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Quantity Verification for Ret Class,,ILT Content,,,,,1,Bldg_2_Room_207
Requirement_Certificate of AGG Auditor,Requirement_Certificate of AGG Auditor Class -0001,09/30/2016 12:00:00.000,09/30/2016 21:00:00.000,America/New_York,Certificate of AGG Auditor,,ILT Content,,,,,1,Bldg_2_Room_207
Requirement_Lead Auditor Training with Supplier Auditor Certification,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2000_ISO/TS 16949:2002),09/19/2003 12:00:00.000,09/19/2003 21:00:00.000,America/New_York,Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2000_ISO/TS 16949:2002),,ILT Content,,,,,1,Bldg_2_Room_207
Requirement_Lead Auditor Training with Supplier Auditor Certification,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009),11/02/2013 14:00:00,02/15/2013 23:00:00.000,America/Chicago,Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009),,ILT Content,,,,,1,Bldg_2_Room_207
Requirement_Lead Auditor Training with Supplier Auditor Certification,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009) -0002,10/26/2015 13:00:00.000,10/30/2015 22:00:00.000,America/Chicago,Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009),,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Lead Auditor Validation,Requirement_Lead Auditor Validation (ISO/TS 16949:2009) -0001,06/17/2016 12:00:00.000,06/17/2016 21:00:00.000,America/New_York,Lead Auditor Validation (ISO/TS 16949:2009),,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-001,02/04/2019 11:30:00,02/04/2019 12:30:00,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0011,05/14/2019 20:30:00.000,05/14/2019 21:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0012,05/15/2019 12:30:00.000,05/15/2019 13:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0013,05/15/2019 21:30:00.000,05/15/2019 22:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0014,05/16/2019 20:30:00.000,05/16/2019 21:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0015,05/29/2019 12:30:00.000,05/29/2019 13:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0016,05/29/2019 21:30:00.000,05/29/2019 22:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0017,05/21/2019 20:00:00.000,05/21/2019 21:00:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0018,05/22/2019 12:00:00.000,05/22/2019 13:00:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0019,05/22/2019 20:00:00.000,05/22/2019 21:00:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-002,02/04/2019 20:30:00,02/04/2019 21:30:00,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0020,05/23/2019 12:00:00.000,05/23/2019 13:00:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0023,08/13/2020 12:00:00.000,08/13/2020 13:00:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,8,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0024,08/13/2020 21:00:00.000,08/13/2020 22:00:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,8,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0025,04/12/2020 13:00:00,04/12/2020 14:00:00,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,8,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0026,04/12/2020 21:30:00,04/12/2020 22:30:00,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,8,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-003,03/04/2019 12:30:00,03/04/2019 13:30:00,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-004,04/16/2019 11:30:00.000,04/16/2019 12:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-005,04/16/2019 20:30:00.000,04/16/2019 21:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-006,04/17/2019 12:30:00.000,04/17/2019 13:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-007,04/29/2019 20:30:00.000,04/29/2019 21:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-008,04/30/2019 11:30:00.000,04/30/2019 12:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-009,04/30/2019 20:30:00.000,04/30/2019 21:30:00.000,America/Chicago,Offering of Maintenance Connection (For Technicians),,ILT Content,2,20,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
RWMA Resistance Welding School (vendor),RWMA Resistance Welding School (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,RWMA Resistance Welding School Class,,ILT Content,,,,,1,Bldg_2_Room_207
S4 Programming I (vendor),S4 Programming I (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,S4 Programming I Class,,ILT Content,,,,,1,Bldg_2_Room_207
Safety_DOT Hazardous Material Employee Training (vendor),Safety_DOT Hazardous Material Employee Training (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,DOT Hazardous Material Employee Training Class,,ILT Content,,,,,1,Bldg_2_Room_207
Safety_Dupont Stop (AGG Safety Dept.),Safety_Dupont Stop (AGG Safety Dept.) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Dupont Stop Class,,ILT Content,,,,,1,Bldg_2_Room_207
Safety_Emergency Planning & Comunity Right-to-Know (Trinity Consultants),Safety_Emergency Planning & Comunity Right-to-Know (Trinity Consultants) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Intro to Emergency Planning & Community Right-to-Know Class,,ILT Content,,,,,1,Bldg_2_Room_207
Safety_Kiken Yochi,Safety_Kiken Yochi Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Kiken Yochi Class (Contact the Safety Dept. to Schedule),,ILT Content,,,,,1,Bldg_2_Room_207
Safety_OSHA 10-hour Construction Industry,Safety_OSHA 10-hour Construction Industry Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,OSHA 10-hour Construction Industry Class,,ILT Content,,,,,1,Bldg_2_Room_207
SkillsUSA (vendor),SkillsUSA (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Electronics Applications / Technology Assessment Class,,ILT Content,,,,,1,Bldg_2_Room_207
SkillsUSA (vendor) Computer Maintenance,SkillsUSA (vendor) Computer Maintenance Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Computer Maintenance Technology Proficiency Assessment Class,,ILT Content,,,,,1,Bldg_2_Room_207
Steel Markets North America Conference (vendor),Steel Markets North America Conference (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,12th Annual Steel Markets North America Conference Class,,ILT Content,,,,,1,Bldg_2_Room_207
Subpart H - Training (vendor),Subpart H - Training (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,49 CFR 172.700 Class,,ILT Content,,,,,1,Bldg_2_Room_207
Supplier Requirement_Lexus Dojo Training (AGGU),Supplier Requirement_Lexus Dojo Training (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Lexus Dojo Training Class,,ILT Content,,,,,1,Bldg_2_Room_207
SXSIG_GB_Exam_Prep_(MAC),SXSIG_GB_Exam_Prep_(MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Six Sigma Green Belt Training / Exam Prep (MAC) Class,,ILT Content,,,,,1,Bldg_2_Room_207
TEC 1900 (College Transcript),TEC 1900 (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Technical Mathematics I Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Advanced PLCs (MAC),Technical_Advanced PLCs (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Advanced Programmable Logical Controllers Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Basic PLC (MAC),Technical_Basic PLC (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Basic Programmable Logical Controllers (MAC) Class,,ILT Content,,,,,1,Bldg_2_Room_207
