EmployeeID,ActivityCode,Training Status,RegistrationDate,CompletionDate,DueDate,Score,Success,Notes
94539,Technical_Fanuc Level I (Ranken) Class,Attended,10/22/2018 14:21:11.000,08/30/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
94539,Technical_Fanuc Level II (Ranken) Class,Attended,10/22/2018 14:09:35.000,09/27/2018 22:00:00.000,,,,
94539,Train the Trainer_Scissor & Boom Instructor Class,Attended,01/11/2017 08:00:00,01/11/2017 00:00:00,,,,
94617,Core_ Core Operator Training (AGGU) Class,Attended,03/10/2017 08:00:00,10/13/2017 00:00:00.000,,,,
95098,Onboarding_Mentor Certification Training-0031,Attended,08/24/2021 15:24:53.000,08/25/2021 03:00:00.000,,,,
95110,Onboarding_Mentor Certification Training-0029,Attended,08/24/2021 15:16:44.000,08/24/2021 12:15:00.000,,,,
95115,Onboarding_Mentor Certification Training-0031,Attended,08/24/2021 15:24:53.000,08/25/2021 03:00:00.000,,,,
97597,Computer & Software_Excel Intermediate-0001,Cancelled,03/14/2019 07:21:36.000,03/14/2019 08:55:02.000,,,,
97654,Computer & Software_Excel Intermediate-0003,Attended,11/26/2018 15:04:18.000,02/15/2019 18:55:00.000,,,,
97654,Computer_Excel Basic-0011,Attended,10/01/2019 18:40:42,08/02/2019 17:25:00,,,,
97956,Compliance_LIVE Fire Extinguisher Training_MO-0115,Attended,03/24/2023 07:48:41.000,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
98443,Computer & Software_Excel Intermediate-0003,Attended,05/02/2019 14:30:44,02/15/2019 14:50:00.000,,,,
98804,Computer & Software_Excel Intermediate-0003,Attended,04/12/2018 03:36:51,02/15/2019 14:50:00.000,,,,
98804,Computer_Excel Basic-0011,Attended,01/29/2019 00:44:11.000,08/02/2019 17:25:00,,,,
99048,Core_ Core Operator Training (AGGU) Class,Attended,04/12/2018 14:10:30,12/13/2018 15:05:00.000,,,,
99614,Technical_Fanuc Level I (Ranken) Class,Attended,10/22/2018 13:50:19.000,10/18/2018 14:50:00.000,,,,This is done by admin due to some Technical Issues or Glitches
99614,Technical_Fanuc Level II (Ranken) Class,Attended,11/19/2018 15:00:53.000,11/16/2018 15:10:00.000,,,,
99700,Leadership_Emotional Intelligence Training-0002,Attended,09/13/2019 14:23:52.000,10/24/2019 14:55:00.000,,,,
99897,Computer & Software_Excel Intermediate-0003,Attended,01/30/2019 20:40:12.000,02/15/2019 14:50:00.000,,,,
100524,Onboarding_Mentor Certification Training-0030,Cancelled,08/24/2021 15:23:41.000,08/25/2021 02:00:00.000,,,,
101910,Compliance_LIVE Fire Extinguisher Training_MO-0115,Attended,03/24/2023 07:48:41.000,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
102844,Onboarding_Mentor Certification Training-0030,Attended,08/24/2021 15:23:41.000,08/25/2021 02:00:00.000,,,,
102856,Safety_Token Yochi Class,Attended,07/30/2019 14:23:24.000,07/29/2019 14:20:00.000,,,,
104300,Technical_Fanuc Level I (Ranken)-0001,Attended,12/07/2021 20:59:22,07/22/2021 15:55:00.000,,,,
105696,Compliance_LIVE Fire Extinguisher Training_MO-0121,Attended,03/31/2023 13:04:28.000,03/28/2023 13:00:00.000,,,,
106437,Onboarding_Mentor Certification Training-0030,Attended,08/24/2021 15:23:41.000,08/25/2021 02:00:00.000,,,,
107045,Compliance_LIVE Fire Extinguisher Training_MO-0119,Attended,03/30/2023 16:47:40.000,04/04/2023 13:20:00,,,,
108192,Compliance_LIVE Fire Extinguisher Training_MO-0118,Attended,03/24/2023 02:13:27.000,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
109693,Compliance_LIVE Fire Extinguisher Training_MO-0115,Attended,03/30/2023 19:54:29.000,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
112704,Compliance_LIVE Fire Extinguisher Training_MO-0121,Attended,03/31/2023 13:04:28.000,03/28/2023 13:00:00.000,,,,
113191,Compliance_LIVE Fire Extinguisher Training_MO-0121,Attended,03/31/2023 13:04:28.000,03/28/2023 13:00:00.000,,,,
147480,ILTclass_Inactivate,Attended,,11/29/2023 01:07:20.000,,,,
147480,QR code ILTcourse-0001,Registered,01/22/2024 22:48:48.000,,,,,
900010,Technical_Fanuc Level II (Ranken) Class,Attended,10/04/2017 08:00:00,04/13/2017 00:00:00.000,,,,
900012,Core_ Core Operator Training (AGGU) Class,Attended,04/17/2017 08:00:00.000,04/20/2017 00:00:00.000,,,,
900029,Core_ Core Operator Training (AGGU) Class,Attended,08/06/2016 08:00:00,09/06/2016 00:00:00,,,,
900039,Compliance_LIVE Fire Extinguisher Training_MO-0118,Attended,03/28/2023 13:54:11.000,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
900039,Technical_Fanuc Level I (Ranken)-0001,Attended,12/07/2021 20:59:22,07/22/2021 15:55:00.000,,,,
900048,Core_ Core Operator Training (AGGU) Class,Attended,03/04/2017 08:00:00,06/04/2017 00:00:00,,,,
900061,Core_ Core Operator Training (AGGU) Class,Attended,08/06/2016 08:00:00,09/06/2016 00:00:00,,,,
900063,Core_ Core Operator Training (AGGU) Class,Attended,08/06/2016 08:00:00,09/06/2016 00:00:00,,,,
900081,Core_ Core Operator Training (AGGU) Class,Attended,03/02/2016 08:00:00,05/02/2016 00:00:00,,,,
900083,Core_ Core Operator Training (AGGU) Class,Attended,03/02/2016 08:00:00,05/02/2016 00:00:00,,,,
900085,Core_ Core Operator Training (AGGU) Class,Attended,03/02/2016 08:00:00,05/02/2016 00:00:00,,,,
900085,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:18:51.000,04/26/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
900085,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:26:51.000,07/06/2018 22:00:00,,,,
900125,Core_ Core Operator Training (AGGU) Class,Attended,11/03/2016 08:00:00,11/03/2016 00:00:00,,,,
900146,Core_ Core Operator Training (AGGU) Class,Attended,03/04/2017 08:00:00,06/04/2017 00:00:00,,,,
900171,Computer & Software_JDE Class,Attended,02/05/2017 08:00:00,02/05/2017 00:00:00,,,,
900171,Computer & Software_Microsoft Outlook Class,Attended,04/28/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
900171,Computer & Software_Shop Floor Data Entry Class,Attended,10/05/2017 08:00:00,10/05/2017 00:00:00,,,,
900171,Computer Skills_Excel Basic Class,Attended,04/30/2017 08:00:00.000,04/30/2017 00:00:00.000,,,,
900171,Computer_GDP (eTime dept tracking) Class,Attended,04/28/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,
900171,Computer_FileHold Class,Attended,09/05/2017 08:00:00,09/05/2017 00:00:00,,,,
900171,Legal_FMLA for Management (AGG specifics) Class,Attended,05/15/2017 08:00:00.000,05/15/2017 00:00:00.000,,,,
900171,Safety_Token Yochi Class,Attended,04/27/2017 08:00:00.000,04/27/2017 00:00:00.000,,,,
900214,Core_ Core Operator Training (AGGU) Class,Attended,01/30/2017 08:00:00.000,02/02/2017 00:00:00,,,,
900223,Technical_Fanuc Level I (Ranken) Class,Attended,03/27/2017 08:00:00.000,03/30/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
900223,Technical_Fanuc Level II (Ranken) Class,Attended,10/04/2017 08:00:00,04/13/2017 00:00:00.000,,,,
900223,Technical_Fanuc Level III (Ranken) Class,Attended,05/15/2017 08:00:00.000,05/18/2017 00:00:00.000,,,,
900231,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:04:25.000,03/15/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
900231,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:10:57.000,03/22/2018 22:00:00.000,,,,
900244,Computer & Software_Excel Intermediate-0001,Cancelled,11/01/2019 17:59:27,03/22/2019 22:00:00.000,,,,
900244,Computer & Software_Excel Intermediate-0004,Registered,04/17/2019 13:00:23.000,,,,,
900244,Computer_Excel Basic-0011,Attended,11/01/2019 17:59:27,08/02/2019 17:25:00,,,,
900244,Core_ Core Operator Training (AGGU) Class,Attended,08/06/2016 08:00:00,09/06/2016 00:00:00,,,,
900277,Core_ Core Operator Training (AGGU) Class,Attended,06/02/2017 08:00:00,09/02/2017 00:00:00,,,,
900388,Core_ Core Operator Training (AGGU) Class,Attended,04/17/2017 08:00:00.000,04/20/2017 00:00:00.000,,,,
900391,Core_ Core Operator Training (AGGU) Class,Attended,03/04/2017 08:00:00,06/04/2017 00:00:00,,,,
900445,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:04:25.000,03/15/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
900468,Technical_Fanuc Level II (Ranken) Class,Attended,03/20/2017 08:00:00.000,03/23/2017 00:00:00.000,,,,
900468,Technical_Fanuc Level III (Ranken) Class,Attended,05/15/2017 08:00:00.000,05/18/2017 00:00:00.000,,,,
ASK010133,Leadership_Emotional Intelligence Training-0002,Attended,09/16/2019 14:01:48.000,10/24/2019 14:55:00.000,,,,
KY000005,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
NA77601,Auditor Training (vendor) Class,Attended,03/27/2017 08:00:00.000,03/29/2017 00:00:00.000,,,,
NA77601,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
NA77601,Leadership_Emotional Intelligence Training-0002,Attended,09/20/2019 14:21:13.000,10/24/2019 14:55:00.000,,,,
NA77601,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009) -0002,Attended,06/05/2019 16:45:48,10/30/2015 16:45:00.000,,,,
NA77601,Safety_Token Yochi Class,Attended,10/08/2016 08:00:00,10/08/2016 00:00:00,,,,
RTM0124,reflection activity test,Attended,03/25/2021 19:58:38.000,03/25/2021 19:40:00.000,,100,,
KLAadmin,reflection activity test,Cancelled,03/25/2021 20:43:24.000,09/30/2022 15:41:48.000,,,,
