Event ID,Session ID*,Part Start Date/Time,Part End Date/Time,Part Break Duration,Part Timezone,Display Times in TimeZone of User,Part name,Part Location,Part Instructor*,Session Status,Cancellation Reason,Cancellation Comment,Available Languages,Vendor/Provider,Registration Deadline,Registration Deadline - Before/After,Allow waitlist for sessions,Allow Auto-Management of Waitlist‡, Auto-Register User upon Granting Waitlist‡,Minimum Users,Maximum Users,Credits,Attendance Parts,Emails,Currency Code,Price Per Session,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount,Penalty Number of Days prior to start,Created/Modified By,Do not allow exception request,Copy Availability from its Event,Availability to All Users,Availability to Specific Users,Availability to OU‡,Availability OU Type,Register Upon Approval,Pre-Approved,Includes Subordinates,Training Contact,Training Units,Default Training Unit Price,Required Training Approvals,Required Completion Approvals,Request Form
PDM305 (vendor),PDM305 (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,PDM305 Solidworks PDM Administrator Professional Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
PerkinElmer (vendor),PerkinElmer (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,ICP-Optima Instrumentation with Syngistix Software Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Platts 4th Annual Scrap Seminar (vendor),Platts 4th Annual Scrap Seminar (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Platts 4th Annual Scrap Seminar Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
PLC (MAC),PLC (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Programmable Logical Controllers Troubleshooting Class Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Poly_Leather Wrap Skills Table (AGGU),Poly_Leather Wrap Skills Table (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Leather Wrap Skills Table Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Precision Sensing for High Tech Industries (vendor),Precision Sensing for High Tech Industries (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Precision Sensing for High Tech Industries - BAL - LUFF Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Price Risk Management (vendor),Price Risk Management (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Price Risk Management in Steel Workshop Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Problem Solving_QC Story,Problem Solving_QC Story Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,QC Story Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Problem Solving_Six Sigma GB (Process Stabilization),Problem Solving_Six Sigma GB (Process Stabilization) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,AGGU Six Sigma Green Belt Training Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Problem Solving_Six Sigma Greenbelt (Villanova),Problem Solving_Six Sigma Greenbelt (Villanova) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Six Sigma Green Belt (Villanova) Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Process Optimization (vendor),Process Optimization (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Process Optimization Training Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Process Optimization Scientific Molding (vendor),Process Optimization Scientific Molding (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Process Optimization Scientific Molding Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
QR code ILTcourse,QR code ILTcourse-0001,01/22/2024 13:00:00.000,01/22/2024 16:00:00.000,,9,1,Offering of QR code ILTcourse,Bldg_2_Room_207,vgurnule,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Quality_Critical Parts-Quality Course (AGGNA),Quality_Critical Parts-Quality Course (AGGNA) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Critical Parts-Quality Course Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Quantity Verification for Ret (vendor),Quantity Verification for Ret (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,Quantity Verification for Ret Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Certificate of AGG Auditor,Requirement_Certificate of AGG Auditor Class -0001,09/30/2016 12:00:00.000,09/30/2016 21:00:00.000,,9,1,Certificate of AGG Auditor,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Lead Auditor Training with Supplier Auditor Certification,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2000_ISO/TS 16949:2002),09/19/2003 12:00:00.000,09/19/2003 21:00:00.000,,9,1,Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2000_ISO/TS 16949:2002),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Lead Auditor Training with Supplier Auditor Certification,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009),2013-11-02 14:00:00,02/15/2013 23:00:00.000,,9,1,Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Lead Auditor Training with Supplier Auditor Certification,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009) -0002,10/26/2015 13:00:00.000,10/30/2015 22:00:00.000,,9,1,Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Lead Auditor Validation,Requirement_Lead Auditor Validation (ISO/TS 16949:2009) -0001,06/17/2016 12:00:00.000,06/17/2016 21:00:00.000,,9,1,Lead Auditor Validation (ISO/TS 16949:2009),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-001,2019-02-04 11:30:00,2019-02-04 12:30:00,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0011,05/14/2019 20:30:00.000,05/14/2019 21:30:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0012,05/15/2019 12:30:00.000,05/15/2019 13:30:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0013,05/15/2019 21:30:00.000,05/15/2019 22:30:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0014,05/16/2019 20:30:00.000,05/16/2019 21:30:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0015,05/29/2019 12:30:00.000,05/29/2019 13:30:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0016,05/29/2019 21:30:00.000,05/29/2019 22:30:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0017,05/21/2019 20:00:00.000,05/21/2019 21:00:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0018,05/22/2019 12:00:00.000,05/22/2019 13:00:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0019,05/22/2019 20:00:00.000,05/22/2019 21:00:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-002,2019-02-04 20:30:00,2019-02-04 21:30:00,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0020,05/23/2019 12:00:00.000,05/23/2019 13:00:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,20.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0023,08/13/2020 12:00:00.000,08/13/2020 13:00:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,8.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0024,08/13/2020 21:00:00.000,08/13/2020 22:00:00.000,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,8.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0025,2020-04-12 13:00:00,2020-04-12 14:00:00,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,8.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Requirement_Maintenance Connection (For Technicians),Requirement_Maintenance Connection (For Technicians)-0026,2020-04-12 21:30:00,2020-04-12 22:30:00,,9,1,Offering of Maintenance Connection (For Technicians),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,2.0,8.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
